N,P,K,temperature,humidity,ph,rainfall,label
120,32,28,26.37035703,51.13875203,6.138904325,196.0670011,coffee
84,40,26,24.21971831,63.78068892,7.970388932,145.0721303,coffee
90,23,32,23.45544316,58.18772187,6.984969503,196.623077,coffee
110,31,30,26.46514136,64.80881132,7.836611332,175.5233139,coffee
116,28,30,24.65296076,66.34698753,7.322492595,163.9912329,coffee
82,36,27,24.04963797,51.39544039,6.07039816,140.6035366,coffee
84,16,26,26.57998807,53.01896212,7.835107597,168.3395098,coffee
92,29,34,24.42195382,69.9010983,7.212110288,150.0670863,coffee
104,39,34,25.08652478,61.8993423,6.978883446,190.2448279,coffee
91,35,35,24.05713751,60.70208758,6.420730652,195.5844725,coffee
109,38,33,23.74618332,56.84107616,6.021544819,171.1668307,coffee
95,40,27,23.19357176,56.32119307,7.310082365,123.1463007,coffee
83,25,34,26.73806095,67.19431741,7.52240996,194.6294429,coffee
86,40,28,25.00318074,52.38012133,7.658546959,115.1337938,coffee
120,27,29,23.3332527,58.99614078,6.657852349,154.3785354,coffee
93,18,29,27.09896764,51.22232001,6.405049923,195.958499,coffee
84,26,32,23.96300326,53.41966535,6.517158395,134.167731,coffee
98,22,34,26.0979915,57.26824303,6.146492023,115.6312074,coffee
107,36,33,25.36752897,59.68366321,6.761386821,146.7754346,coffee
109,32,31,26.61883416,52.16763607,6.28162077,167.34427,coffee
103,34,27,23.44419725,63.07572114,6.156548855,186.1616786,coffee
105,35,30,24.52740492,51.43029462,6.272374009,142.3908378,coffee
90,17,27,23.37869074,66.32601138,6.502545725,179.9622909,coffee
89,34,32,23.730302,58.37722785,6.720415576,147.0987487,coffee
115,23,31,24.0759837,67.23869159,7.042696756,185.0581719,coffee
112,28,32,27.46621012,60.13622513,6.460518243,175.8577284,coffee
80,16,29,25.79119153,50.38758877,7.109612486,169.5118787,coffee
102,38,31,23.14234416,58.53860815,7.685179025,171.7052392,coffee
99,37,29,24.83881797,51.00604277,7.869230042,150.5583984,coffee
80,24,28,23.17886355,53.9654533,6.018262894,115.9027568,coffee
86,32,26,25.77941561,69.9802838,6.988329993,199.5652221,coffee
112,40,30,26.31515755,51.43796867,6.853754652,196.368167,coffee
92,27,31,25.43577314,65.04482729,7.725214866,169.681461,coffee
81,29,29,24.49398023,66.22114088,7.893985569,174.5693976,coffee
94,35,29,27.15302544,51.53286045,6.189429132,195.9014056,coffee
90,22,27,25.65741991,60.64192661,7.992407388,144.3178225,coffee
111,31,30,25.84467163,52.01408402,6.249620539,123.0480877,coffee
115,15,33,26.19869491,54.08893366,6.664487853,182.7454629,coffee
82,16,35,26.48226047,59.5724884,6.897575813,149.8392556,coffee
83,34,32,27.76212813,65.4950323,7.172282958,144.9335218,coffee
116,40,28,23.57164724,55.73358187,6.153709243,166.8350849,coffee
116,38,26,23.59886134,53.00840409,6.83405765,139.3291471,coffee
108,30,31,26.84002326,57.1727619,6.490467275,197.9215818,coffee
102,22,25,25.95446277,61.45729555,7.99779458,145.8852359,coffee
107,24,30,23.83626299,66.28126802,6.887296082,154.4333357,coffee
108,26,35,25.72007029,62.06531611,6.035364534,174.9809221,coffee
104,29,31,27.94091492,69.18368552,6.947506107,187.3857479,coffee
87,21,27,24.98581319,61.47895896,6.352925312,157.5421437,coffee
101,35,32,27.54717391,59.38776299,6.868000236,138.8388043,coffee
118,15,29,27.7282377,64.33962533,7.719616391,185.1379639,coffee
103,28,31,24.98767132,59.85213139,7.379481725,134.2680432,coffee
85,32,26,23.30893773,57.14430715,7.411833096,116.1571108,coffee
81,37,35,26.41048522,55.93582982,7.12775457,173.5392289,coffee
86,36,32,25.94356286,52.99352681,7.120242863,120.4758166,coffee
112,24,32,26.0163806,66.0844665,7.439979734,134.38397,coffee
120,25,26,23.53456155,55.68590322,7.532904091,150.8175398,coffee
94,25,30,27.58000193,66.38880565,6.265366048,145.5554201,coffee
118,28,33,23.18981055,65.54801352,7.205362148,129.4514858,coffee
92,22,35,26.18398067,52.35257888,7.590844165,194.7776373,coffee
96,36,26,27.21872476,56.68193166,6.427326283,119.8937929,coffee
110,31,33,27.7089362,57.0755835,7.808193004,198.342866,coffee
94,34,26,25.82775812,57.54534165,6.418228372,132.2989716,coffee
99,29,34,25.81916282,57.01206153,6.458295417,130.9340337,coffee
85,20,31,23.88802972,59.71664566,7.267230797,199.8655161,coffee
94,38,29,27.27301871,62.24837394,7.625722286,163.0635955,coffee
81,30,25,23.39527564,62.12389043,6.175095788,187.2903071,coffee
106,21,27,25.59406226,64.29711877,7.677952013,155.0047485,coffee
109,37,28,24.68291185,56.36404464,7.248940938,127.9264471,coffee
106,16,33,25.50494286,56.53133104,7.453117223,137.4396722,coffee
80,28,28,26.78265151,63.32390349,7.477773527,129.9661612,coffee
84,29,31,25.37175649,61.2708163,6.564003303,153.695336,coffee
104,39,27,23.78987406,56.08642419,7.078905647,177.6955267,coffee
97,40,31,25.02827262,65.38317274,7.096978856,132.2637595,coffee
98,38,35,27.00722244,50.72309971,7.907549377,147.252133,coffee
100,26,33,26.94992967,65.038844,6.077809206,157.5515407,coffee
90,24,30,26.96353594,65.11635941,7.624062909,179.5402506,coffee
115,18,29,25.90566575,62.80290905,7.978376791,197.5957981,coffee
95,33,27,23.73350763,58.45259045,6.878107421,168.4179289,coffee
91,18,32,27.65460472,51.35459652,6.556847318,171.6442397,coffee
111,32,33,24.61901064,66.29884749,6.351686156,170.1259042,coffee
88,28,27,27.57310364,68.20749943,6.727913919,153.1069797,coffee
94,40,28,26.59715509,62.49403129,6.130923118,149.0938813,coffee
108,40,28,23.93144933,61.05842732,6.288043106,194.0717237,coffee
115,29,35,27.34542278,55.43812453,6.558170247,127.8879565,coffee
99,26,30,25.89041683,63.2165877,6.687132981,159.7662803,coffee
102,32,35,27.75117409,68.56583223,6.123848704,135.7634622,coffee
82,37,33,24.49957344,53.54995034,7.957446355,154.1668382,coffee
103,17,25,26.94263414,56.14344542,6.391341449,118.582403,coffee
108,29,26,24.87665159,51.63552459,7.924087667,141.6129364,coffee
101,21,35,26.09444491,57.0508697,7.287105704,127.0411973,coffee
120,25,29,27.58864936,69.81155127,7.781363594,163.498165,coffee
111,26,29,24.94970888,62.63429198,6.469879219,176.0488131,coffee
101,38,31,25.68166624,63.39727843,7.192463421,132.2629789,coffee
118,34,31,27.66645074,64.85138501,7.339571807,184.570561,coffee
80,29,26,27.89160769,50.15960437,7.443550081,198.5090182,coffee
85,31,33,26.88624919,64.61499965,7.213071501,175.3671908,coffee
81,19,31,27.51990796,57.71320427,6.996840468,115.1552016,coffee
116,20,34,24.65140714,61.50372718,7.878748655,199.1251263,coffee
108,19,32,24.27746957,51.8831729,7.577473284,199.2904609,coffee
84,38,30,26.61216644,68.76056248,6.910598388,169.3315063,coffee
112,16,32,25.03214393,56.44664537,6.052810602,185.4793912,coffee
114,24,28,27.09759582,59.66541816,7.937229073,185.833611,coffee
104,23,25,23.7112346,58.78638353,6.589711959,196.4959915,coffee
105,35,28,26.6208719,65.67150819,7.685817838,192.8235342,coffee
86,15,27,24.73470373,56.38573422,6.640211463,194.3554396,coffee
110,38,34,26.57472702,51.39735482,6.415385652,154.6006569,coffee
103,28,35,23.05579325,58.90631732,6.424054235,185.714033,coffee
120,39,32,23.45536996,55.04294969,7.798936082,173.0755452,coffee
94,30,26,24.06795464,54.3027694,6.51482998,159.3365676,coffee
49,83,33,27.86532642,72.23218848,7.009191733,347.4689397,sunflower
48,60,60,25.42247277,71.35089479,6.119981238,327.4653195,sunflower
43,86,34,28.88677893,76.95185176,6.225967614,312.0559112,sunflower
49,40,54,22.9998596,80.66628932,7.568863426,310.4249467,sunflower
49,77,53,28.08231001,73.45428819,7.967836656,320.2637288,sunflower
48,77,56,21.93120852,72.46792122,7.353710508,325.4041716,sunflower
46,32,51,24.33765017,81.80416586,7.289543534,318.9298938,sunflower
48,33,53,23.39809552,70.61581266,7.491482263,322.3188019,sunflower
50,72,33,22.11117734,83.1604161,6.14216452,316.6025056,sunflower
44,45,36,25.78796005,82.66362818,7.672082257,342.6571289,sunflower
41,60,58,23.00646012,72.32068535,7.350005537,312.1177297,sunflower
44,71,29,22.50523921,71.13709314,6.167481643,326.1592307,sunflower
40,47,54,27.31207129,79.63441564,7.300781137,348.5401315,sunflower
43,53,51,29.15134551,81.17434568,6.5317565,300.0724904,sunflower
47,49,53,28.02815769,84.15693495,7.104143524,331.8246585,sunflower
50,30,51,28.19104037,72.35572356,6.632852575,324.681316,sunflower
45,45,43,26.50577722,78.9903543,7.168735529,318.5110958,sunflower
42,44,40,29.3929905,76.42261509,7.483131338,308.4189137,sunflower
49,75,54,25.44180214,83.64465698,7.969127633,320.8442674,sunflower
45,61,40,27.80157679,80.31491372,7.729071022,315.0757099,sunflower
41,32,44,27.8413784,76.22464022,7.75401973,338.9732783,sunflower
43,81,58,29.80312625,80.34463163,7.192884815,340.5814212,sunflower
48,45,36,22.94394549,85.89594638,7.496896633,349.2350649,sunflower
48,81,30,27.47522253,78.34139053,7.772578328,334.6254419,sunflower
50,34,46,29.44798935,81.27840019,6.285354538,325.1134583,sunflower
46,58,34,26.04160921,78.68589835,6.579565217,311.1909005,sunflower
48,88,37,27.84215564,78.32028701,6.92832686,316.9764242,sunflower
40,70,55,26.08645636,78.5629905,7.382769122,308.6385184,sunflower
42,42,54,28.16029208,70.4492867,7.533118559,329.9139001,sunflower
45,43,57,25.27237007,77.52634537,6.235955354,311.1886407,sunflower
46,72,49,22.39678287,85.96008102,7.106728902,329.1327341,sunflower
40,70,30,21.68259957,83.15988025,6.098323415,336.5620772,sunflower
50,81,49,23.88643165,80.19376498,6.699083216,337.4905207,sunflower
42,70,59,22.47841956,75.49751709,6.60597679,308.45297,sunflower
45,56,42,24.31213518,73.0619632,7.910301677,318.2290028,sunflower
43,57,55,22.51503985,70.77444586,6.634552825,320.1869209,sunflower
40,34,29,27.22446331,85.30431899,7.814276431,317.6505323,sunflower
43,72,34,28.23381382,77.12206672,6.072689962,305.0076818,sunflower
41,49,45,22.00294973,72.59245124,6.04607476,319.610593,sunflower
43,65,45,28.18280381,71.67177801,7.483720728,332.3893937,sunflower
44,81,55,26.42694326,83.21339012,7.166064542,329.7977943,sunflower
44,58,40,28.56912114,85.48072376,7.695489058,317.6781862,sunflower
43,32,43,29.10730717,78.04920659,7.953409181,350.2053373,sunflower
43,66,52,23.13410971,84.59106345,7.535619562,325.6236829,sunflower
49,33,45,24.33523734,81.32055624,7.640876947,341.9279829,sunflower
46,53,35,21.48603207,75.66106155,6.667614632,348.2329608,sunflower
42,45,53,25.18098555,83.86551294,6.430023756,323.744817,sunflower
47,37,57,28.13223353,75.36888245,6.26430154,343.928267,sunflower
57,84,31,21.30210433,82.14916998,7.172016872,314.8643917,sunflower
57,31,52,29.84566233,74.91979628,6.89489342,319.6429177,sunflower
56,40,56,21.24064197,81.23138664,6.343629812,311.6639681,sunflower
57,86,58,28.24911234,80.26171371,6.07547832,311.2194329,sunflower
58,40,48,23.27186186,78.51962492,6.355386571,325.7523851,sunflower
56,63,30,26.65876184,73.43774015,7.963980972,332.0086433,sunflower
60,66,45,22.38493363,85.19078133,7.748226937,311.699411,sunflower
56,34,60,26.75503982,81.86530997,7.913691552,320.6294412,sunflower
60,83,59,25.78229788,80.38525001,7.816458996,348.7008384,sunflower
58,37,48,29.74170579,75.63671933,7.54202709,328.2240753,sunflower
60,61,41,24.93220363,77.05719669,7.296225114,350.4017451,sunflower
57,29,55,22.11939573,82.11210347,7.334896674,304.961403,sunflower
60,85,37,28.68910705,72.69441115,6.10873225,333.2975366,sunflower
56,51,49,27.52226918,75.49297267,6.885012436,307.947019,sunflower
57,62,30,28.18939234,79.49279593,7.951293747,320.0716735,sunflower
58,60,54,21.1577845,84.31899138,7.638250311,349.9447201,sunflower
59,85,34,26.35424259,71.91315199,6.757096794,344.6267852,sunflower
57,57,54,29.04706408,81.00171347,7.96917166,347.5531832,sunflower
56,85,51,23.49299857,81.8111944,7.525871152,340.485603,sunflower
57,35,44,21.24143263,80.88403282,6.681768973,325.6721228,sunflower
57,52,38,29.6639018,83.08319589,7.564968267,329.8948127,sunflower
60,74,30,27.84494946,82.75571509,6.889144501,328.2295242,sunflower
59,44,45,26.47800289,85.34904745,6.973761858,327.358795,sunflower
56,55,48,24.50206565,74.7661766,7.681574176,313.7893191,sunflower
56,51,41,28.61146556,75.57213496,6.890084022,337.8339796,sunflower
58,87,33,22.37028635,71.69651276,7.808320961,340.5411078,sunflower
56,83,58,25.58765066,79.95448758,7.803054163,347.3258042,sunflower
60,30,33,21.00910253,85.28614173,6.308069131,316.4684832,sunflower
58,52,39,21.17258189,84.97819309,7.741780505,338.9735724,sunflower
56,29,51,27.87981213,84.46073061,6.540130514,323.9444772,sunflower
56,84,56,28.63011935,81.56426571,6.212981876,316.003709,sunflower
56,88,55,23.77799591,82.97394954,7.69966944,322.9069849,sunflower
59,83,31,29.92417692,71.44342799,7.800256245,312.0840353,sunflower
58,64,59,22.63515416,77.07170816,6.68282752,314.4883735,sunflower
58,69,34,29.06770744,72.79756001,7.455839302,312.3304232,sunflower
57,42,58,21.38217519,72.39378416,6.385767268,301.558416,sunflower
58,86,34,22.79358456,72.22216776,6.776625411,313.4382456,sunflower
56,83,37,27.2232291,72.29776779,6.37893386,324.9080282,sunflower
57,63,35,21.57618971,81.93118623,6.901462531,328.7704134,sunflower
56,88,54,23.74680439,84.51462014,6.701680376,338.3790305,sunflower
57,80,49,25.20679942,72.16134568,7.851247899,331.6087704,sunflower
58,65,46,21.93148039,80.45727143,6.772883454,348.5087212,sunflower
56,31,31,28.61658233,75.46091869,7.283397103,336.3340801,sunflower
60,61,52,21.49634457,80.94718037,7.610226604,301.5368897,sunflower
58,47,49,29.17156903,71.53593195,6.231645327,342.006202,sunflower
60,74,51,29.21920393,78.06683429,6.746277312,314.1260919,sunflower
60,32,41,25.02236004,70.70735528,6.123523514,340.6454762,sunflower
57,31,34,29.04495434,71.74694781,6.216226936,334.9664887,sunflower
59,81,56,24.65548929,75.87845789,7.816233182,334.2009448,sunflower
58,74,51,29.54738279,85.37400971,7.617837437,310.3288994,sunflower
57,66,38,29.52812289,80.49934717,6.802294483,315.1034275,sunflower
60,88,30,25.43998924,73.70814755,6.079406117,316.6187982,sunflower
22,14,41,28.22628734,83.36011126,6.69708833,1365.465657,Sugarcane
25,15,42,34.52366932,81.40276329,6.856057509,1297.01552,Sugarcane
26,11,44,25.93324514,81.45030716,6.007818118,1409.987133,Sugarcane
21,13,50,28.38793519,83.89016108,6.258290258,1232.789349,Sugarcane
37,14,49,31.20472141,85.47189813,6.481486013,1130.114901,Sugarcane
29,13,49,31.55878356,84.63219713,6.919175444,1245.589658,Sugarcane
23,13,48,32.52843093,80.02404098,6.235910047,1337.609721,Sugarcane
34,12,49,26.2624725,81.24062646,6.169341668,1282.385542,Sugarcane
27,11,49,26.05537627,85.47182627,6.617894301,1136.732415,Sugarcane
24,15,49,29.5442255,83.86682741,6.814839811,1351.003802,Sugarcane
25,15,45,25.37942669,80.36834347,6.546697031,1430.949866,Sugarcane
20,12,43,31.15779467,80.98108921,6.53062699,1463.910116,Sugarcane
17,15,42,29.88343335,80.53035519,6.462399461,1333.167136,Sugarcane
23,15,41,32.87186973,82.44001238,6.083645897,1330.070991,Sugarcane
23,11,48,35.18411894,85.19937979,6.197587944,1495.592199,Sugarcane
37,12,48,31.00871487,82.31448542,6.388427691,1437.07352,Sugarcane
37,15,49,26.43135519,85.2126688,6.04329273,1214.25336,Sugarcane
27,13,41,30.80414041,85.20430622,6.316642078,1480.313338,Sugarcane
18,13,44,26.50399899,80.48713959,6.679848902,1398.22064,Sugarcane
33,14,50,32.84050042,82.72654108,6.980087286,1190.11202,Sugarcane
31,12,43,34.63737123,83.15979851,6.423667543,1500.571439,Sugarcane
17,14,42,29.83549888,85.02869689,6.380435507,1231.324207,Sugarcane
24,15,45,27.15141178,80.80638441,6.014900381,1387.056141,Sugarcane
28,14,48,28.42575344,83.2422194,6.673992971,1238.814273,Sugarcane
27,12,47,35.50436408,80.07459868,6.745875109,1135.287954,Sugarcane
28,11,42,31.7410931,82.64052611,6.192226483,1480.141329,Sugarcane
18,12,48,28.47680905,84.10298384,6.637972656,1251.517283,Sugarcane
19,15,41,26.48130947,80.76058621,6.030664052,1474.732253,Sugarcane
38,15,42,26.53458082,85.33949765,6.662468745,1256.307893,Sugarcane
32,12,44,28.25588992,83.05543862,6.651703725,1227.903799,Sugarcane
23,12,42,35.72474003,85.18466992,6.005858314,1300.186704,Sugarcane
40,15,43,30.83060734,82.43196552,6.63801044,1369.581013,Sugarcane
24,11,43,32.36136157,84.61705177,6.855339335,1402.83056,Sugarcane
31,12,50,35.10646436,82.46754133,6.765492379,1446.193003,Sugarcane
18,11,45,26.10279142,80.17155068,6.763819662,1331.105832,Sugarcane
21,15,47,26.08454941,85.87003515,6.128493988,1401.44975,Sugarcane
16,11,49,29.90277442,80.88634441,6.404257692,1406.705774,Sugarcane
23,11,44,28.15889436,84.76047857,6.063071207,1454.682016,Sugarcane
30,13,44,33.79957122,85.22669877,6.56073716,1103.949419,Sugarcane
31,13,50,27.61856129,85.45972415,6.034375948,1109.660819,Sugarcane
16,11,43,25.626103,80.035068,6.694119315,1415.523966,Sugarcane
18,11,47,34.81440921,84.36900338,6.240771625,1136.41417,Sugarcane
18,11,40,29.9210309,85.24423258,6.07144226,1247.622803,Sugarcane
20,12,41,31.43867213,84.03759565,6.991776628,1480.454553,Sugarcane
22,14,49,35.68121668,81.60963207,6.537030719,1341.356657,Sugarcane
32,15,43,25.2064748,80.79988283,6.943528931,1389.528878,Sugarcane
23,12,49,27.3246811,80.63709939,6.033306235,1388.407388,Sugarcane
25,13,40,25.48706081,83.97481126,6.82793271,1146.324689,Sugarcane
29,12,46,26.63546834,83.10387559,6.918568834,1394.077493,Sugarcane
19,14,49,33.36129021,81.20814931,6.916775061,1277.052633,Sugarcane
30,14,47,26.32653674,80.84898294,6.217584997,1199.492516,Sugarcane
32,14,49,26.54075445,85.41563316,6.361487457,1485.029835,Sugarcane
33,12,45,29.4041044,80.94814079,6.304630006,1250.845932,Sugarcane
25,13,41,26.0889849,80.26683732,6.913582218,1154.875357,Sugarcane
31,13,43,34.61918256,85.96319671,6.717810926,1184.646621,Sugarcane
17,14,44,33.91658283,82.3015993,6.321585276,1191.45479,Sugarcane
22,12,46,27.59380725,84.54969351,6.306126147,1437.580462,Sugarcane
28,15,50,32.23734784,82.73502368,6.435514548,1455.350853,Sugarcane
25,14,50,27.33311419,81.24862987,6.541303162,1397.323918,Sugarcane
25,14,45,26.80500595,85.26812912,6.938668361,1406.852741,Sugarcane
18,14,47,26.62070532,80.91693271,6.397021589,1138.512935,Sugarcane
28,11,50,28.64936261,84.65741013,6.15523914,1317.865134,Sugarcane
18,14,43,31.06493107,80.9319455,6.525305721,1196.575055,Sugarcane
40,14,48,28.33087308,81.60914995,6.951228735,1496.579364,Sugarcane
38,12,43,28.30834524,81.37953696,6.245669933,1500.75885,Sugarcane
23,15,47,31.80991823,85.70852287,6.988248365,1124.958666,Sugarcane
28,14,43,25.96805676,82.62743376,6.25293862,1452.380387,Sugarcane
22,13,48,35.93817962,81.63234141,6.162389063,1114.21049,Sugarcane
27,15,42,32.80872159,82.85214363,6.550640668,1144.87721,Sugarcane
40,12,42,30.73233521,84.33457232,6.50187747,1493.252179,Sugarcane
25,13,44,32.2475101,80.30402021,6.600737101,1159.423435,Sugarcane
27,15,41,26.98602039,83.74883721,6.784694994,1331.862199,Sugarcane
33,13,40,28.09776921,84.47363359,6.170468944,1310.429107,Sugarcane
39,11,43,35.53274018,84.09224276,6.451285006,1416.582507,Sugarcane
40,13,42,30.55579447,81.62113467,6.531073349,1174.899303,Sugarcane
34,12,43,35.66039421,82.24777152,6.174883481,1372.356287,Sugarcane
